i,Date,Open,High,Low,Close,Volume,n,vw
15357,2022-07-11 19:45:00+00:00,178.05,178.4,177.94,178.38,382393,7144,178.212869
15358,2022-07-11 20:00:00+00:00,178.35,178.35,178.35,178.35,796674,55,178.350001
15359,2022-07-11 20:15:00+00:00,178.2,178.2,178.2,178.2,1100,3,178.2
15360,2022-07-11 21:00:00+00:00,178.39,178.39,178.39,178.39,112,1,178.39
15361,2022-07-12 13:15:00+00:00,178.35,178.35,178.35,178.35,946,17,178.318795
15362,2022-07-12 13:30:00+00:00,177.98,178.45,177.16,177.23,318617,3897,177.80362
15363,2022-07-12 13:45:00+00:00,177.22,178.05,177.18,177.43,237873,3766,177.552824
15364,2022-07-12 14:00:00+00:00,177.42,177.82,177.12,177.34,171532,3353,177.486388
15365,2022-07-12 14:15:00+00:00,177.32,177.32,176.71,176.81,204054,3439,176.987028
15366,2022-07-12 14:30:00+00:00,176.8,177.44,176.62,177.4,128200,2874,176.982461
15367,2022-07-12 14:45:00+00:00,177.4,177.42,176.96,177.13,129951,2723,177.265342
15368,2022-07-12 15:00:00+00:00,177.11,177.33,176.94,177.32,90075,2151,177.106366
15369,2022-07-12 15:15:00+00:00,177.35,177.6,177.29,177.502,75510,1825,177.430045
15370,2022-07-12 15:30:00+00:00,177.52,177.56,176.9347,177.16,67656,1721,177.232313
15371,2022-07-12 15:45:00+00:00,177.155,177.19,176.88,176.98,69788,1406,177.028987
15372,2022-07-12 16:00:00+00:00,177.0,177.049,176.84,176.94,72949,1689,176.962209
15373,2022-07-12 16:15:00+00:00,176.94,177.05,176.71,177.05,73016,1640,176.893558
15374,2022-07-12 16:30:00+00:00,177.04,177.13,176.9,176.97,84025,1695,177.019712
15375,2022-07-12 16:45:00+00:00,176.983,176.983,176.75,176.82,70013,1601,176.829888
15376,2022-07-12 17:00:00+00:00,176.83,176.9,176.54,176.63,102897,1988,176.688689
15377,2022-07-12 17:15:00+00:00,176.635,176.89,176.5,176.87,97631,1845,176.638448
15378,2022-07-12 17:30:00+00:00,176.88,176.93,176.65,176.8601,77487,1672,176.762109
15379,2022-07-12 17:45:00+00:00,176.87,176.87,176.57,176.65,97098,1779,176.678419
15380,2022-07-12 18:00:00+00:00,176.68,176.96,176.6,176.88,84066,1625,176.742426
15381,2022-07-12 18:15:00+00:00,176.875,176.875,176.61,176.65,88824,1461,176.726067
15382,2022-07-12 18:30:00+00:00,176.6304,176.69,176.6,176.68,85276,1637,176.648103
15383,2022-07-12 18:45:00+00:00,176.67,176.79,176.64,176.64,91285,1608,176.716653
15384,2022-07-12 19:00:00+00:00,176.64,176.64,175.99,176.36,142287,2255,176.239724
15385,2022-07-12 19:15:00+00:00,176.39,176.39,175.79,175.81,138877,2586,176.116173
15386,2022-07-12 19:30:00+00:00,175.82,175.82,175.1951,175.425,235091,4116,175.432986
15387,2022-07-12 19:45:00+00:00,175.41,175.91,175.395,175.88,643099,9108,175.709242
15388,2022-07-12 20:00:00+00:00,175.85,175.85,175.7669,175.85,962894,50,175.848658
15389,2022-07-12 20:15:00+00:00,175.86,175.86,175.85,175.85,5720,28,175.855205
15390,2022-07-12 22:00:00+00:00,175.95,175.95,175.95,175.95,400,1,175.95
15391,2022-07-12 22:30:00+00:00,175.85,175.85,175.85,175.85,1,1,175.92
15392,2022-07-13 12:00:00+00:00,175.9829,175.9829,175.9829,175.9829,207,5,175.961643
15393,2022-07-13 12:45:00+00:00,175.1,175.1,175.1,175.1,251,3,175.1
15394,2022-07-13 13:15:00+00:00,176.04,176.04,175.72,175.72,739,11,175.935034
15395,2022-07-13 13:30:00+00:00,175.66,176.33,175.27,175.905,362449,4458,175.789718
15396,2022-07-13 13:45:00+00:00,175.92,176.01,175.03,175.28,202852,3851,175.346135
15397,2022-07-13 14:00:00+00:00,175.33,175.76,175.01,175.42,304074,4175,175.454945
15398,2022-07-13 14:15:00+00:00,175.42,175.66,174.71,174.89,379184,5054,175.131374
15399,2022-07-13 14:30:00+00:00,174.88,175.07,174.57,174.73,249606,4232,174.81608
15400,2022-07-13 14:45:00+00:00,174.75,175.0,174.5,174.74,183530,3540,174.705294
15401,2022-07-13 15:00:00+00:00,174.775,175.24,174.705,175.14,117755,2656,175.015835
15402,2022-07-13 15:15:00+00:00,175.15,175.27,174.88,174.97,122312,2467,175.081467
15403,2022-07-13 15:30:00+00:00,174.95,175.3799,174.94,175.33,178999,3241,175.162675
15404,2022-07-13 15:45:00+00:00,175.3,175.5899,175.19,175.39,92138,2334,175.386731
15405,2022-07-13 16:00:00+00:00,175.4,175.63,175.2837,175.58,73297,2018,175.477252
15406,2022-07-13 16:15:00+00:00,175.58,175.79,175.56,175.77,71733,1870,175.683233
15407,2022-07-13 16:30:00+00:00,175.77,175.87,175.63,175.77,67643,1724,175.765861
15408,2022-07-13 16:45:00+00:00,175.76,175.88,175.595,175.8739,70104,1650,175.748519
15409,2022-07-13 17:00:00+00:00,175.89,176.29,175.86,176.06,84436,1899,176.058886
15410,2022-07-13 17:15:00+00:00,176.07,176.07,175.6,175.89,86337,1940,175.759266
15411,2022-07-13 17:30:00+00:00,175.89,175.9,175.5603,175.66,69025,1679,175.730752
15412,2022-07-13 17:45:00+00:00,175.68,175.85,175.57,175.65,70299,1673,175.724906
15413,2022-07-13 18:00:00+00:00,175.66,175.66,175.06,175.28,101223,2419,175.259904
15414,2022-07-13 18:15:00+00:00,175.28,175.51,175.055,175.49,75262,1818,175.279544
15415,2022-07-13 18:30:00+00:00,175.52,175.97,175.49,175.81,75202,1870,175.789429
15416,2022-07-13 18:45:00+00:00,175.84,176.07,175.5,176.07,121714,1874,175.599213
15417,2022-07-13 19:00:00+00:00,176.08,176.09,175.67,175.8,77344,1927,175.873382
15418,2022-07-13 19:15:00+00:00,175.8197,175.91,175.575,175.64,96740,2302,175.746157
15419,2022-07-13 19:30:00+00:00,175.635,175.68,175.14,175.22,145047,3591,175.378961
15420,2022-07-13 19:45:00+00:00,175.19,175.74,175.07,175.39,638418,8592,175.47022
15421,2022-07-13 20:00:00+00:00,175.44,175.44,175.44,175.44,1049406,59,175.440006
15422,2022-07-13 20:45:00+00:00,175.35,175.35,175.35,175.35,500,2,175.35
15423,2022-07-13 21:30:00+00:00,175.44,175.45,175.44,175.45,4757,10,175.447995
15424,2022-07-13 22:00:00+00:00,175.45,175.45,175.45,175.45,2191,3,175.45
15425,2022-07-13 23:15:00+00:00,175.31,175.31,175.31,175.31,426,2,175.31
15426,2022-07-13 23:30:00+00:00,175.2,175.2,175.17,175.17,300,2,175.18
15427,2022-07-13 23:45:00+00:00,175.17,175.17,175.17,175.17,200,2,175.17
15428,2022-07-14 10:45:00+00:00,174.51,174.51,174.51,174.51,505,26,174.443802
15429,2022-07-14 11:00:00+00:00,174.01,174.01,174.01,174.01,232,12,174.051724
15430,2022-07-14 12:15:00+00:00,173.0,173.11,173.0,173.0,1588,58,173.023627
15431,2022-07-14 12:45:00+00:00,173.7,173.7,173.51,173.51,547,16,173.606161
15432,2022-07-14 13:00:00+00:00,173.59,173.59,173.5,173.5,2718,26,173.521494
15433,2022-07-14 13:15:00+00:00,173.45,173.88,172.58,172.58,2752,74,172.959695
15434,2022-07-14 13:30:00+00:00,172.53,173.64,172.2968,173.53,320603,4538,172.981062
15435,2022-07-14 13:45:00+00:00,173.47,173.73,173.2,173.395,208009,3697,173.463417
15436,2022-07-14 14:00:00+00:00,173.42,174.11,173.4,173.98,237733,4165,173.745028
15437,2022-07-14 14:15:00+00:00,173.98,174.68,173.93,174.17,253103,4004,174.372079
15438,2022-07-14 14:30:00+00:00,174.19,174.565,173.99,174.525,186071,3266,174.183435
15439,2022-07-14 14:45:00+00:00,174.52,174.66,174.26,174.36,154622,3067,174.487767
15440,2022-07-14 15:00:00+00:00,174.39,174.825,174.329,174.48,159498,2939,174.560575
15441,2022-07-14 15:15:00+00:00,174.48,174.81,174.38,174.81,124735,2167,174.620802
15442,2022-07-14 15:30:00+00:00,174.84,175.31,174.53,175.28,156466,2586,174.871482
15443,2022-07-14 15:45:00+00:00,175.33,175.33,174.89,175.1,120154,2036,175.128696
15444,2022-07-14 16:00:00+00:00,175.13,175.38,175.03,175.11,84531,1769,175.191085
15445,2022-07-14 16:15:00+00:00,175.12,175.205,174.77,174.86,78607,1608,175.032535
15446,2022-07-14 16:30:00+00:00,174.88,174.97,174.69,174.82,81582,1470,174.858618
15447,2022-07-14 16:45:00+00:00,174.825,174.825,174.46,174.8,85488,1506,174.678842
15448,2022-07-14 17:00:00+00:00,174.82,174.82,174.47,174.67,72580,1555,174.635597
15449,2022-07-14 17:15:00+00:00,174.67,175.09,174.6,174.965,88752,1596,174.90551
15450,2022-07-14 17:30:00+00:00,174.93,175.0,174.57,174.85,69174,1385,174.800833
15451,2022-07-14 17:45:00+00:00,174.86,174.86,174.53,174.74,62083,1440,174.701834
15452,2022-07-14 18:00:00+00:00,174.7501,174.96,174.6448,174.91,93318,1674,174.828307
15453,2022-07-14 18:15:00+00:00,174.91,175.34,174.82,175.3355,118593,2096,175.171166
15454,2022-07-14 18:30:00+00:00,175.335,175.365,175.0849,175.16,92017,1746,175.23241
15455,2022-07-14 18:45:00+00:00,175.18,175.525,175.11,175.42,97826,1747,175.332228
15456,2022-07-14 19:00:00+00:00,175.43,175.46,175.1,175.21,162717,2677,175.25264
15457,2022-07-14 19:15:00+00:00,175.21,175.61,175.04,175.61,121771,2246,175.30575
15458,2022-07-14 19:30:00+00:00,175.62,175.695,175.32,175.65,143622,2792,175.496366
15459,2022-07-14 19:45:00+00:00,175.64,176.01,175.6,175.67,573554,7358,175.8014
15460,2022-07-14 20:00:00+00:00,175.68,175.68,175.22,175.68,1131305,72,175.679878
15461,2022-07-14 20:15:00+00:00,175.68,175.68,175.68,175.68,125,2,175.68
15462,2022-07-14 20:30:00+00:00,175.68,175.68,175.68,175.68,100000,1,175.68
15463,2022-07-14 22:30:00+00:00,175.88,175.88,175.88,175.88,489,3,175.88
15464,2022-07-15 13:15:00+00:00,177.25,177.59,177.24,177.53,2216,42,177.414094
15465,2022-07-15 13:30:00+00:00,177.71,177.81,176.55,177.01,507547,3346,177.512396
15466,2022-07-15 13:45:00+00:00,177.06,177.92,177.04,177.25,187438,2872,177.535579
15467,2022-07-15 14:00:00+00:00,177.34,178.51,177.145,177.2,249485,4334,177.644437
15468,2022-07-15 14:15:00+00:00,177.21,177.35,176.83,177.34,180759,3139,177.078207
15469,2022-07-15 14:30:00+00:00,177.37,177.845,177.26,177.49,131436,2323,177.571655
15470,2022-07-15 14:45:00+00:00,177.47,177.6501,177.29,177.61,107517,2102,177.465699
15471,2022-07-15 15:00:00+00:00,177.62,178.06,177.58,177.83,97685,2140,177.765437
15472,2022-07-15 15:15:00+00:00,177.82,178.14,177.81,178.03,117209,2261,177.963613
15473,2022-07-15 15:30:00+00:00,178.06,178.35,177.89,178.33,144129,2128,178.107748
15474,2022-07-15 15:45:00+00:00,178.315,178.33,177.62,177.81,78360,1697,178.031701
15475,2022-07-15 16:00:00+00:00,177.82,177.95,177.5137,177.61,76183,1524,177.810398
15476,2022-07-15 16:15:00+00:00,177.615,177.835,177.56,177.62,60571,1219,177.684517
15477,2022-07-15 16:30:00+00:00,177.65,177.81,177.57,177.79,74253,1446,177.683686
15478,2022-07-15 16:45:00+00:00,177.75,177.84,177.56,177.65,98702,1443,177.746169
15479,2022-07-15 17:00:00+00:00,177.6372,177.98,177.6372,177.909,65456,1295,177.833007
15480,2022-07-15 17:15:00+00:00,177.88,178.0,177.75,177.98,72270,1411,177.905974
15481,2022-07-15 17:30:00+00:00,177.98,177.98,177.7,177.76,92413,1438,177.81716
15482,2022-07-15 17:45:00+00:00,177.77,177.82,177.46,177.515,71214,1423,177.628055
15483,2022-07-15 18:00:00+00:00,177.49,177.49,177.2,177.455,64401,1376,177.357244
15484,2022-07-15 18:15:00+00:00,177.44,177.56,177.33,177.55,59174,1270,177.450737
15485,2022-07-15 18:30:00+00:00,177.54,177.59,177.38,177.57,75757,1381,177.492329
15486,2022-07-15 18:45:00+00:00,177.56,177.64,177.43,177.57,188835,1494,177.551395
15487,2022-07-15 19:00:00+00:00,177.57,177.83,177.535,177.79,97312,1836,177.713418
15488,2022-07-15 19:15:00+00:00,177.795,177.85,177.55,177.56,171536,2444,177.730157
15489,2022-07-15 19:30:00+00:00,177.56,177.81,177.48,177.795,172374,2838,177.624573
15490,2022-07-15 19:45:00+00:00,177.8,178.32,177.57,178.2,711687,8355,177.989021
15491,2022-07-15 20:00:00+00:00,178.23,178.23,178.23,178.23,1508872,78,178.229996
15492,2022-07-15 20:15:00+00:00,178.23,178.23,178.23,178.23,17611,2,178.229793
15493,2022-07-15 20:30:00+00:00,178.23,178.23,178.23,178.23,565,4,178.23
15494,2022-07-15 21:15:00+00:00,178.35,178.35,178.35,178.35,100,1,178.35
15495,2022-07-15 21:30:00+00:00,178.35,178.5,178.35,178.5,3720,55,178.529616
15496,2022-07-15 21:45:00+00:00,178.3,178.3,178.26,178.26,300,7,178.2845
15497,2022-07-15 22:15:00+00:00,178.36,178.46,178.36,178.46,742,6,178.411415
15498,2022-07-15 22:30:00+00:00,178.23,178.23,178.23,178.23,68,1,178.46
15499,2022-07-15 23:00:00+00:00,178.23,178.23,178.23,178.23,4,1,178.27
15500,2022-07-15 23:15:00+00:00,178.47,178.47,178.47,178.47,450,1,178.47
15501,2022-07-15 23:30:00+00:00,178.69,178.69,178.69,178.69,100,1,178.69
15502,2022-07-18 11:00:00+00:00,179.17,179.18,179.17,179.18,1422,29,179.178484
15503,2022-07-18 11:30:00+00:00,179.3,179.3,179.3,179.3,273,20,179.245531
15504,2022-07-18 11:45:00+00:00,178.83,179.6,178.83,179.6,1234,4,178.894895
15505,2022-07-18 12:15:00+00:00,179.4,179.4,179.15,179.15,878,32,179.258998
15506,2022-07-18 13:00:00+00:00,178.6,179.35,178.6,179.35,352,2,179.026136
15507,2022-07-18 13:15:00+00:00,178.6,178.6,177.91,177.91,1654,52,178.138317
15508,2022-07-18 13:30:00+00:00,177.74,178.19,177.13,177.44,457035,6368,177.516842
15509,2022-07-18 13:45:00+00:00,177.445,177.54,176.21,176.33,360535,5508,177.08684
15510,2022-07-18 14:00:00+00:00,176.345,176.99,176.285,176.9477,221902,4400,176.698306
15511,2022-07-18 14:15:00+00:00,176.965,177.11,176.6,176.625,200548,3884,176.816502
15512,2022-07-18 14:30:00+00:00,176.655,176.695,176.22,176.22,200850,4117,176.496379
15513,2022-07-18 14:45:00+00:00,176.25,176.45,176.07,176.1,178607,3514,176.243876
15514,2022-07-18 15:00:00+00:00,176.09,176.27,176.02,176.15,156694,3035,176.14165
15515,2022-07-18 15:15:00+00:00,176.15,176.36,175.92,176.17,207994,3447,176.130225
15516,2022-07-18 15:30:00+00:00,176.175,176.71,176.14,176.43,152874,3241,176.432048
15517,2022-07-18 15:45:00+00:00,176.42,176.495,175.95,175.95,141088,3252,176.229069
15518,2022-07-18 16:00:00+00:00,175.97,176.07,175.79,175.84,140092,2871,175.91567
15519,2022-07-18 16:15:00+00:00,175.8338,175.93,175.6879,175.76,89352,1925,175.805754
15520,2022-07-18 16:30:00+00:00,175.758,175.84,175.57,175.5883,137379,2597,175.755808
15521,2022-07-18 16:45:00+00:00,175.59,175.72,175.351,175.4,128847,2520,175.533945
15522,2022-07-18 17:00:00+00:00,175.4,175.49,175.21,175.47,128533,2514,175.335585
15523,2022-07-18 17:15:00+00:00,175.45,175.4525,175.145,175.3479,104955,2046,175.260429
15524,2022-07-18 17:30:00+00:00,175.32,175.6,175.23,175.485,111706,2225,175.425578
15525,2022-07-18 17:45:00+00:00,175.475,175.77,175.37,175.39,168912,3109,175.617888
15526,2022-07-18 18:00:00+00:00,175.41,175.63,175.41,175.56,135728,2402,175.533586
15527,2022-07-18 18:15:00+00:00,175.55,175.71,175.21,175.2912,104538,2238,175.494611
15528,2022-07-18 18:30:00+00:00,175.31,175.6006,175.31,175.39,97032,2200,175.483885
15529,2022-07-18 18:45:00+00:00,175.39,175.57,175.32,175.33,140243,2544,175.481044
15530,2022-07-18 19:00:00+00:00,175.34,175.39,175.08,175.17,198295,3827,175.255562
15531,2022-07-18 19:15:00+00:00,175.17,175.3138,174.8746,174.91,260484,4112,175.030956
15532,2022-07-18 19:30:00+00:00,174.93,174.94,173.94,174.244,398414,8598,174.389739
15533,2022-07-18 19:45:00+00:00,174.25,174.37,173.91,174.23,774385,10779,174.204152
15534,2022-07-18 20:00:00+00:00,174.23,174.49,174.02,174.47,1884340,112,174.230614
15535,2022-07-18 20:15:00+00:00,174.23,174.38,174.037,174.25,90016,46,174.226264
15536,2022-07-18 20:30:00+00:00,174.29,174.39,174.29,174.31,709,10,174.34048
15537,2022-07-18 20:45:00+00:00,174.39,174.39,174.39,174.39,363,5,174.38592
15538,2022-07-18 21:00:00+00:00,174.4,174.4669,174.4,174.4669,308,4,174.445
15539,2022-07-18 21:15:00+00:00,174.3,174.3,174.3,174.3,694,2,174.300231
15540,2022-07-18 21:30:00+00:00,174.23,174.4,174.23,174.4,2220,3,174.262162
15541,2022-07-18 22:00:00+00:00,174.475,174.475,174.3,174.4,1435,23,174.401798
15542,2022-07-18 22:45:00+00:00,174.48,174.48,174.4,174.4,2544,2,174.403145
15543,2022-07-18 23:00:00+00:00,174.4,174.4,174.4,174.4,900,2,174.4
15544,2022-07-18 23:15:00+00:00,174.52,174.52,174.52,174.52,880,3,174.52
15545,2022-07-18 23:45:00+00:00,174.55,174.91,174.55,174.55,2861,17,174.666262
15546,2022-07-19 08:00:00+00:00,174.23,174.23,174.23,174.23,431,8,174.258724
15547,2022-07-19 08:45:00+00:00,173.7,173.7,173.7,173.7,171,7,173.675497
15548,2022-07-19 09:00:00+00:00,172.98,173.0,172.98,173.0,448,16,173.01567
15549,2022-07-19 10:15:00+00:00,172.66,177.58,172.66,177.58,3339,105,176.372884
15550,2022-07-19 10:30:00+00:00,176.99,176.99,174.02,174.02,2868,68,176.000596
15551,2022-07-19 10:45:00+00:00,174.15,174.15,174.15,174.15,201,7,174.166965
15552,2022-07-19 11:00:00+00:00,174.5,175.96,174.0,174.6,3142,91,174.562275
15553,2022-07-19 11:15:00+00:00,174.5,174.99,174.5,174.6,1446,15,174.648859
15554,2022-07-19 11:30:00+00:00,174.7,175.55,174.7,175.4,3090,71,175.322949
15555,2022-07-19 11:45:00+00:00,175.15,175.64,175.15,175.64,1843,16,175.27962
15556,2022-07-19 12:00:00+00:00,175.5,176.0,175.15,175.97,15235,248,175.706754
15557,2022-07-19 12:15:00+00:00,175.7,176.22,175.7,176.1,6038,136,175.930989
15558,2022-07-19 12:30:00+00:00,176.5896,176.7,175.2,176.5,17446,346,176.060628
15559,2022-07-19 12:45:00+00:00,176.545,176.9,176.35,176.51,13949,182,176.482694
15560,2022-07-19 13:00:00+00:00,176.5,176.6,175.6,175.6,12310,240,176.48353
15561,2022-07-19 13:15:00+00:00,175.94,176.74,175.5,176.74,17980,357,176.22574
15562,2022-07-19 13:30:00+00:00,176.33,176.75,173.63,174.95,790403,10597,174.772373
15563,2022-07-19 13:45:00+00:00,174.89,176.33,174.75,175.745,376568,5498,175.668795
15564,2022-07-19 14:00:00+00:00,175.745,176.35,175.3,175.375,296085,4824,175.858119
15565,2022-07-19 14:15:00+00:00,175.35,175.46,174.71,174.765,220702,3721,175.117611
15566,2022-07-19 14:30:00+00:00,174.75,175.4,174.73,174.735,159964,2783,175.065339
15567,2022-07-19 14:45:00+00:00,174.72,175.23,174.56,174.56,205362,3177,174.94687
15568,2022-07-19 15:00:00+00:00,174.575,174.73,174.12,174.2673,201590,3519,174.508063
15569,2022-07-19 15:15:00+00:00,174.27,174.41,173.53,173.58,324046,4724,173.901551
